MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ BZN|DE-LU,Generation - Solar  [MW] Intraday / BZN|DE-LU,Generation - Solar  [MW] Current / BZN|DE-LU,Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU,Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU,Generation - Wind Offshore  [MW] Current / BZN|DE-LU,Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU,Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU,Generation - Wind Onshore  [MW] Current / BZN|DE-LU
17.11.2020 06:00 - 17.11.2020 06:15,0,0,,6348,5047,,16731,17521,
17.11.2020 06:15 - 17.11.2020 06:30,0,0,,6358,5125,,16882,17931,
17.11.2020 06:30 - 17.11.2020 06:45,0,0,,6363,5063,,17036,18339,
17.11.2020 06:45 - 17.11.2020 07:00,0,0,,6364,5057,,17173,18857,
17.11.2020 07:00 - 17.11.2020 07:15,1,0,,6363,5057,,17313,18970,
17.11.2020 07:15 - 17.11.2020 07:30,2,2,,6356,5120,,17493,19043,
17.11.2020 07:30 - 17.11.2020 07:45,43,44,,6353,5080,,17694,19135,
17.11.2020 07:45 - 17.11.2020 08:00,290,258,,6345,5048,,17895,19409,
17.11.2020 08:00 - 17.11.2020 08:15,571,557,,6325,5103,,18091,19811,
17.11.2020 08:15 - 17.11.2020 08:30,991,975,,6306,5165,,18279,19991,
17.11.2020 08:30 - 17.11.2020 08:45,1507,1456,,6290,5206,,18448,19989,
17.11.2020 08:45 - 17.11.2020 09:00,2060,1988,,6271,5241,,18602,19967,
17.11.2020 09:00 - 17.11.2020 09:15,2603,2511,,6249,5271,,18739,20069,
17.11.2020 09:15 - 17.11.2020 09:30,3164,3031,,6234,5290,,18858,20212,
17.11.2020 09:30 - 17.11.2020 09:45,3718,3527,,6226,5312,,18982,20347,
17.11.2020 09:45 - 17.11.2020 10:00,4262,3979,,6209,5338,,19104,20519,
17.11.2020 10:00 - 17.11.2020 10:15,4732,4367,,6203,5371,,19206,20650,
17.11.2020 10:15 - 17.11.2020 10:30,5149,4721,,6202,5565,,19236,20782,
17.11.2020 10:30 - 17.11.2020 10:45,5496,5001,,6207,5589,,19269,20880,
17.11.2020 10:45 - 17.11.2020 11:00,5778,5219,,6210,5618,,19312,20988,
17.11.2020 11:00 - 17.11.2020 11:15,5987,5364,,6213,5644,,19335,21069,
17.11.2020 11:15 - 17.11.2020 11:30,6134,5461,,6234,5678,,19442,21221,
17.11.2020 11:30 - 17.11.2020 11:45,6209,5500,,6259,5716,,19545,21380,
17.11.2020 11:45 - 17.11.2020 12:00,6211,5516,,6279,5752,,19646,21559,
17.11.2020 12:00 - 17.11.2020 12:15,6150,5491,,6302,5781,,19729,21702,
17.11.2020 12:15 - 17.11.2020 12:30,6031,5416,,6311,5822,,19784,21824,
17.11.2020 12:30 - 17.11.2020 12:45,5853,5311,,6322,5859,,19829,21919,
17.11.2020 12:45 - 17.11.2020 13:00,5623,5130,,6335,5897,,19864,22026,
17.11.2020 13:00 - 17.11.2020 13:15,5376,4928,,6345,5940,,19872,21919,
17.11.2020 13:15 - 17.11.2020 13:30,5126,4696,,6367,5970,,19841,21892,
17.11.2020 13:30 - 17.11.2020 13:45,4786,4423,,6383,6080,,19785,21835,
17.11.2020 13:45 - 17.11.2020 14:00,4422,4097,,6402,6192,,19712,21754,
17.11.2020 14:00 - 17.11.2020 14:15,4023,3685,,6420,6215,,19628,21672,
17.11.2020 14:15 - 17.11.2020 14:30,3564,3269,,6426,6230,,19525,21555,
17.11.2020 14:30 - 17.11.2020 14:45,3072,2822,,6428,6244,,19395,21392,
17.11.2020 14:45 - 17.11.2020 15:00,2562,2358,,6431,6256,,19268,21228,
17.11.2020 15:00 - 17.11.2020 15:15,2066,1894,,6433,6406,,19164,21077,
17.11.2020 15:15 - 17.11.2020 15:30,1555,1413,,6438,6410,,19073,20926,
17.11.2020 15:30 - 17.11.2020 15:45,1100,988,,6439,6416,,18982,20771,
17.11.2020 15:45 - 17.11.2020 16:00,709,611,,6441,6425,,18892,20604,
17.11.2020 16:00 - 17.11.2020 16:15,413,332,,6442,6428,,18828,20466,
17.11.2020 16:15 - 17.11.2020 16:30,178,142,,6441,6431,,18802,20385,
17.11.2020 16:30 - 17.11.2020 16:45,28,20,,6441,6437,,18775,20305,
17.11.2020 16:45 - 17.11.2020 17:00,7,5,,6438,6443,,18745,20227,
17.11.2020 17:00 - 17.11.2020 17:15,0,0,,6437,6444,,18730,20156,
17.11.2020 17:15 - 17.11.2020 17:30,0,0,,6444,6448,,18733,20103,
17.11.2020 17:30 - 17.11.2020 17:45,0,0,,6458,6453,,18734,20038,
17.11.2020 17:45 - 17.11.2020 18:00,0,0,,6463,6457,,18737,19977,
17.11.2020 18:00 - 17.11.2020 18:15,0,0,,6469,6458,,18744,19925,
17.11.2020 18:15 - 17.11.2020 18:30,0,0,,6473,6457,,18759,19881,
17.11.2020 18:30 - 17.11.2020 18:45,0,0,,6475,6451,,18781,19838,
17.11.2020 18:45 - 17.11.2020 19:00,0,0,,6475,6451,,18826,19788,
17.11.2020 19:00 - 17.11.2020 19:15,0,0,,6478,6449,,18849,19736,
17.11.2020 19:15 - 17.11.2020 19:30,0,0,,6471,6451,,18829,19679,
17.11.2020 19:30 - 17.11.2020 19:45,0,0,,6473,6452,,18785,19619,
17.11.2020 19:45 - 17.11.2020 20:00,0,0,,6471,6449,,18728,19550,
17.11.2020 20:00 - 17.11.2020 20:15,0,0,,6470,6453,,18651,19458,
17.11.2020 20:15 - 17.11.2020 20:30,0,0,,6469,6453,,18557,19341,
17.11.2020 20:30 - 17.11.2020 20:45,0,0,,6467,6454,,18448,19213,
17.11.2020 20:45 - 17.11.2020 21:00,0,0,,6464,6458,,18340,19086,
17.11.2020 21:00 - 17.11.2020 21:15,0,0,,6459,6456,,18218,18957,
17.11.2020 21:15 - 17.11.2020 21:30,0,0,,6462,6454,,18065,18834,
17.11.2020 21:30 - 17.11.2020 21:45,0,0,,6461,6450,,17908,18710,
17.11.2020 21:45 - 17.11.2020 22:00,0,0,,6461,6448,,17746,18583,
17.11.2020 22:00 - 17.11.2020 22:15,0,0,,6528,6516,,17309,18235,
17.11.2020 22:15 - 17.11.2020 22:30,0,0,,6523,6513,,17114,18032,
17.11.2020 22:30 - 17.11.2020 22:45,0,0,,6519,6517,,16916,17828,
17.11.2020 22:45 - 17.11.2020 23:00,0,0,,6513,6525,,16718,17624,
17.11.2020 23:00 - 17.11.2020 23:15,0,0,,6508,6521,,16538,17426,
17.11.2020 23:15 - 17.11.2020 23:30,0,0,,6501,6517,,16378,17208,
17.11.2020 23:30 - 17.11.2020 23:45,0,0,,6496,6514,,16208,16981,
17.11.2020 23:45 - 18.11.2020 00:00,0,0,,6493,6512,,16035,16757,
18.11.2020 00:00 - 18.11.2020 00:15,0,0,,6433,6269,,16585,15775,
18.11.2020 00:15 - 18.11.2020 00:30,0,0,,6424,6269,,16363,15572,
18.11.2020 00:30 - 18.11.2020 00:45,0,0,,6418,6278,,16138,15364,
18.11.2020 00:45 - 18.11.2020 01:00,0,0,,6409,6255,,15913,14936,
18.11.2020 01:00 - 18.11.2020 01:15,0,0,,6278,6256,,15709,14466,
18.11.2020 01:15 - 18.11.2020 01:30,0,0,,6284,6269,,15484,14286,
18.11.2020 01:30 - 18.11.2020 01:45,0,0,,6286,6271,,15261,14089,
18.11.2020 01:45 - 18.11.2020 02:00,0,0,,6286,6329,,15053,13969,
18.11.2020 02:00 - 18.11.2020 02:15,0,0,,6289,6263,,14871,13801,
18.11.2020 02:15 - 18.11.2020 02:30,0,0,,6302,6283,,14721,13664,
18.11.2020 02:30 - 18.11.2020 02:45,0,0,,6319,6284,,14600,13497,
18.11.2020 02:45 - 18.11.2020 03:00,0,0,,6330,6283,,14479,13449,
18.11.2020 03:00 - 18.11.2020 03:15,0,0,,6342,6294,,14373,13488,
18.11.2020 03:15 - 18.11.2020 03:30,0,0,,6346,6276,,14258,13216,
18.11.2020 03:30 - 18.11.2020 03:45,0,0,,6349,6267,,14174,13130,
18.11.2020 03:45 - 18.11.2020 04:00,0,0,,6355,6205,,14102,13117,
18.11.2020 04:00 - 18.11.2020 04:15,0,0,,6361,6166,,14039,13135,
18.11.2020 04:15 - 18.11.2020 04:30,0,0,,6359,6203,,13961,13072,
18.11.2020 04:30 - 18.11.2020 04:45,0,0,,6363,6201,,13886,13001,
18.11.2020 04:45 - 18.11.2020 05:00,0,0,,6366,6255,,13814,12837,
18.11.2020 05:00 - 18.11.2020 05:15,0,0,,6367,6194,,13750,12705,
18.11.2020 05:15 - 18.11.2020 05:30,0,0,,6366,6207,,13680,12495,
18.11.2020 05:30 - 18.11.2020 05:45,0,0,,6364,6224,,13617,12372,
18.11.2020 05:45 - 18.11.2020 06:00,0,0,,6365,6217,,13553,12442,
18.11.2020 06:00 - 18.11.2020 06:15,0,0,,6296,6177,,13646,12585,
18.11.2020 06:15 - 18.11.2020 06:30,0,0,,6289,6139,,13594,12485,
18.11.2020 06:30 - 18.11.2020 06:45,0,0,,6278,6132,,13537,12388,
18.11.2020 06:45 - 18.11.2020 07:00,0,0,,6265,6071,,13459,12525,
18.11.2020 07:00 - 18.11.2020 07:15,2,1,,6247,6127,,13372,12559,
18.11.2020 07:15 - 18.11.2020 07:30,2,3,,6251,6129,,13359,12666,
18.11.2020 07:30 - 18.11.2020 07:45,73,63,,6246,6182,,13372,12767,
18.11.2020 07:45 - 18.11.2020 08:00,388,389,,6245,6198,,13402,12752,
18.11.2020 08:00 - 18.11.2020 08:15,887,915,,6245,6227,,13434,12795,
18.11.2020 08:15 - 18.11.2020 08:30,1642,1608,,6259,6251,,13460,12852,
18.11.2020 08:30 - 18.11.2020 08:45,2578,2430,,6273,6266,,13502,12883,
18.11.2020 08:45 - 18.11.2020 09:00,3660,3462,,6286,6281,,13524,12884,
18.11.2020 09:00 - 18.11.2020 09:15,4743,4437,,6297,6287,,13623,12914,
18.11.2020 09:15 - 18.11.2020 09:30,5807,5418,,6310,6293,,13364,12819,
18.11.2020 09:30 - 18.11.2020 09:45,6902,6464,,6311,6299,,13108,12738,
18.11.2020 09:45 - 18.11.2020 10:00,8014,7567,,6312,6307,,12867,12580,
18.11.2020 10:00 - 18.11.2020 10:15,9093,8697,,6318,6313,,12633,12320,
18.11.2020 10:15 - 18.11.2020 10:30,10155,9759,,6332,6388,,12314,12084,
18.11.2020 10:30 - 18.11.2020 10:45,11133,10714,,6349,6390,,12025,11797,
18.11.2020 10:45 - 18.11.2020 11:00,12019,11657,,6357,6399,,11766,11618,
18.11.2020 11:00 - 18.11.2020 11:15,12743,12461,,6371,6351,,11532,11397,
18.11.2020 11:15 - 18.11.2020 11:30,13329,13085,,6362,6357,,11436,11367,
18.11.2020 11:30 - 18.11.2020 11:45,13757,13513,,6358,6364,,11366,11350,
18.11.2020 11:45 - 18.11.2020 12:00,14090,13824,,6350,6368,,11296,11357,
18.11.2020 12:00 - 18.11.2020 12:15,14261,14039,,6349,6370,,11216,11326,
18.11.2020 12:15 - 18.11.2020 12:30,14288,14071,,6341,6367,,11148,11270,
18.11.2020 12:30 - 18.11.2020 12:45,14165,13968,,6328,6364,,11109,11190,
18.11.2020 12:45 - 18.11.2020 13:00,13934,13711,,6315,6363,,11107,11121,
18.11.2020 13:00 - 18.11.2020 13:15,13497,13392,,6303,6362,,11164,11154,
18.11.2020 13:15 - 18.11.2020 13:30,12908,12826,,6290,6361,,11227,11165,
18.11.2020 13:30 - 18.11.2020 13:45,12126,12113,,6278,6362,,11300,11182,
18.11.2020 13:45 - 18.11.2020 14:00,11260,11285,,6262,6367,,11399,11224,
18.11.2020 14:00 - 18.11.2020 14:15,10334,10361,,6252,6372,,11529,11622,
18.11.2020 14:15 - 18.11.2020 14:30,9267,9295,,6243,6367,,11713,11734,
18.11.2020 14:30 - 18.11.2020 14:45,8116,8150,,6240,6359,,12051,11948,
18.11.2020 14:45 - 18.11.2020 15:00,6932,6936,,6230,6357,,12347,12184,
18.11.2020 15:00 - 18.11.2020 15:15,5659,5643,,6222,6240,,12710,12482,
18.11.2020 15:15 - 18.11.2020 15:30,4305,4275,,6228,6241,,13362,13128,
18.11.2020 15:30 - 18.11.2020 15:45,3015,2972,,6236,6241,,14025,13735,
18.11.2020 15:45 - 18.11.2020 16:00,1869,1811,,6243,6243,,14724,14391,
18.11.2020 16:00 - 18.11.2020 16:15,988,936,,6251,6247,,15456,15105,
18.11.2020 16:15 - 18.11.2020 16:30,393,365,,6258,6275,,16374,16015,
18.11.2020 16:30 - 18.11.2020 16:45,54,54,,6273,6300,,17244,16896,
18.11.2020 16:45 - 18.11.2020 17:00,14,14,,6288,6321,,18103,17758,
18.11.2020 17:00 - 18.11.2020 17:15,0,0,,6303,6347,,18941,18601,
18.11.2020 17:15 - 18.11.2020 17:30,0,0,,6322,6357,,19687,19416,
18.11.2020 17:30 - 18.11.2020 17:45,0,0,,6336,6347,,20421,20207,
18.11.2020 17:45 - 18.11.2020 18:00,0,0,,6350,6356,,21157,21002,
18.11.2020 18:00 - 18.11.2020 18:15,0,0,,6363,6367,,21863,21748,
18.11.2020 18:15 - 18.11.2020 18:30,0,0,,6366,6366,,22532,22438,
18.11.2020 18:30 - 18.11.2020 18:45,0,0,,6371,6341,,23207,23113,
18.11.2020 18:45 - 18.11.2020 19:00,0,0,,6371,6334,,23909,23780,
18.11.2020 19:00 - 18.11.2020 19:15,0,0,,6362,6337,,24560,24387,
18.11.2020 19:15 - 18.11.2020 19:30,0,0,,6365,6341,,25131,24933,
18.11.2020 19:30 - 18.11.2020 19:45,0,0,,6354,6333,,25664,25463,
18.11.2020 19:45 - 18.11.2020 20:00,0,0,,6358,6315,,26172,25973,
18.11.2020 20:00 - 18.11.2020 20:15,0,0,,6370,6313,,26652,26448,
18.11.2020 20:15 - 18.11.2020 20:30,0,0,,6358,6307,,27105,26904,
18.11.2020 20:30 - 18.11.2020 20:45,0,0,,6360,6308,,27529,27336,
18.11.2020 20:45 - 18.11.2020 21:00,0,0,,6354,6302,,27950,27760,
18.11.2020 21:00 - 18.11.2020 21:15,0,0,,6360,6299,,28345,28158,
18.11.2020 21:15 - 18.11.2020 21:30,0,0,,6361,6303,,28712,28525,
18.11.2020 21:30 - 18.11.2020 21:45,0,0,,6364,6306,,29072,28889,
18.11.2020 21:45 - 18.11.2020 22:00,0,0,,6366,6309,,29420,29242,
18.11.2020 22:00 - 18.11.2020 22:15,0,0,,6430,6377,,29238,29033,
18.11.2020 22:15 - 18.11.2020 22:30,0,0,,6420,6376,,29433,29292,
18.11.2020 22:30 - 18.11.2020 22:45,0,0,,6414,6370,,29626,29545,
18.11.2020 22:45 - 18.11.2020 23:00,0,0,,6405,6373,,29807,29790,
18.11.2020 23:00 - 18.11.2020 23:15,0,0,,6400,6367,,29973,30022,
18.11.2020 23:15 - 18.11.2020 23:30,0,0,,6395,6352,,30104,30220,
18.11.2020 23:30 - 18.11.2020 23:45,0,0,,6386,6335,,30209,30397,
18.11.2020 23:45 - 19.11.2020 00:00,0,0,,6379,6317,,30302,30564,
19.11.2020 00:00 - 19.11.2020 00:15,0,0,,6349,4560,,30559,30107,
19.11.2020 00:15 - 19.11.2020 00:30,0,0,,6353,4619,,30659,30223,
19.11.2020 00:30 - 19.11.2020 00:45,0,0,,6356,4561,,30737,30052,
19.11.2020 00:45 - 19.11.2020 01:00,0,0,,6354,4620,,30791,29816,
19.11.2020 01:00 - 19.11.2020 01:15,0,0,,6232,4551,,30821,29919,
19.11.2020 01:15 - 19.11.2020 01:30,0,0,,6238,4622,,30809,29863,
19.11.2020 01:30 - 19.11.2020 01:45,0,0,,6239,4563,,30793,29820,
19.11.2020 01:45 - 19.11.2020 02:00,0,0,,6244,4798,,30763,30032,
19.11.2020 02:00 - 19.11.2020 02:15,0,0,,6266,4585,,30718,30048,
19.11.2020 02:15 - 19.11.2020 02:30,0,0,,6275,4648,,30663,30029,
19.11.2020 02:30 - 19.11.2020 02:45,0,0,,6280,4547,,30585,29772,
19.11.2020 02:45 - 19.11.2020 03:00,0,0,,6287,4601,,30508,29713,
19.11.2020 03:00 - 19.11.2020 03:15,0,0,,6294,4600,,30441,29773,
19.11.2020 03:15 - 19.11.2020 03:30,0,0,,6307,4654,,30438,29671,
19.11.2020 03:30 - 19.11.2020 03:45,0,0,,6314,4576,,30430,29643,
19.11.2020 03:45 - 19.11.2020 04:00,0,0,,6320,4513,,30415,29390,
19.11.2020 04:00 - 19.11.2020 04:15,0,0,,6320,4582,,30421,29193,
19.11.2020 04:15 - 19.11.2020 04:30,0,0,,6326,4636,,30457,29156,
19.11.2020 04:30 - 19.11.2020 04:45,0,0,,6328,4582,,30491,29114,
19.11.2020 04:45 - 19.11.2020 05:00,0,0,,6337,4823,,30517,29077,
19.11.2020 05:00 - 19.11.2020 05:15,0,0,,6342,4586,,30550,29396,
19.11.2020 05:15 - 19.11.2020 05:30,0,0,,6344,4647,,30578,29217,
19.11.2020 05:30 - 19.11.2020 05:45,0,0,,6349,4585,,30587,29272,
19.11.2020 05:45 - 19.11.2020 06:00,0,0,,6349,4524,,30604,29808,
19.11.2020 06:00 - 19.11.2020 06:15,0,0,,6307,4584,,31145,30573,
19.11.2020 06:15 - 19.11.2020 06:30,0,0,,6311,4651,,31134,30681,
19.11.2020 06:30 - 19.11.2020 06:45,0,0,,6311,4587,,31101,31058,
19.11.2020 06:45 - 19.11.2020 07:00,0,0,,6310,4640,,31026,30745,
19.11.2020 07:00 - 19.11.2020 07:15,0,0,,6252,4570,,30931,30969,
19.11.2020 07:15 - 19.11.2020 07:30,0,3,,6252,4631,,30909,31189,
19.11.2020 07:30 - 19.11.2020 07:45,28,38,,6253,4563,,30928,31362,
19.11.2020 07:45 - 19.11.2020 08:00,188,230,,6250,4646,,30969,31425,
19.11.2020 08:00 - 19.11.2020 08:15,375,439,,6231,4718,,31015,31602,
19.11.2020 08:15 - 19.11.2020 08:30,663,722,,6223,4774,,31045,31557,
19.11.2020 08:30 - 19.11.2020 08:45,1039,1091,,6197,4835,,31098,31587,
19.11.2020 08:45 - 19.11.2020 09:00,1467,1557,,6189,4893,,31172,31687,
19.11.2020 09:00 - 19.11.2020 09:15,1906,2016,,6180,4936,,31253,31792,
19.11.2020 09:15 - 19.11.2020 09:30,2295,2445,,6163,4959,,31385,31873,
19.11.2020 09:30 - 19.11.2020 09:45,2693,2833,,6138,4986,,31531,31964,
19.11.2020 09:45 - 19.11.2020 10:00,3115,3209,,6121,5008,,31688,32064,
19.11.2020 10:00 - 19.11.2020 10:15,3507,3570,,6071,5029,,31842,32168,
19.11.2020 10:15 - 19.11.2020 10:30,3878,3950,,6003,5219,,32081,32431,
19.11.2020 10:30 - 19.11.2020 10:45,4210,4242,,5946,5213,,32325,32707,
19.11.2020 10:45 - 19.11.2020 11:00,4511,4455,,5870,5203,,32546,32982,
19.11.2020 11:00 - 19.11.2020 11:15,4769,4678,,5860,5200,,32750,33225,
19.11.2020 11:15 - 19.11.2020 11:30,4987,4871,,5883,5254,,32963,33492,
19.11.2020 11:30 - 19.11.2020 11:45,5150,5037,,5905,5308,,33157,33735,
19.11.2020 11:45 - 19.11.2020 12:00,5259,5150,,5921,5360,,33350,33983,
19.11.2020 12:00 - 19.11.2020 12:15,5336,5239,,5935,5407,,33472,34156,
19.11.2020 12:15 - 19.11.2020 12:30,5373,5295,,5979,5439,,33506,34217,
19.11.2020 12:30 - 19.11.2020 12:45,5354,5316,,6034,5480,,33534,34285,
19.11.2020 12:45 - 19.11.2020 13:00,5284,5271,,6076,5518,,33559,34346,
19.11.2020 13:00 - 19.11.2020 13:15,5162,5209,,6109,5552,,33581,34307,
19.11.2020 13:15 - 19.11.2020 13:30,4955,5087,,6125,5804,,33624,34223,
19.11.2020 13:30 - 19.11.2020 13:45,4643,4851,,6137,5827,,33650,34124,
19.11.2020 13:45 - 19.11.2020 14:00,4294,4522,,6149,5853,,33653,34015,
19.11.2020 14:00 - 19.11.2020 14:15,3929,4105,,6159,5877,,33654,33728,
19.11.2020 14:15 - 19.11.2020 14:30,3525,3705,,6164,5893,,33619,33516,
19.11.2020 14:30 - 19.11.2020 14:45,3053,3233,,6162,5917,,33543,33233,
19.11.2020 14:45 - 19.11.2020 15:00,2561,2716,,6164,5964,,33441,32933,
19.11.2020 15:00 - 19.11.2020 15:15,2051,2136,,6168,6074,,33316,32626,
19.11.2020 15:15 - 19.11.2020 15:30,1523,1609,,6165,6080,,33154,32238,
19.11.2020 15:30 - 19.11.2020 15:45,1021,1098,,6167,6087,,32979,31833,
19.11.2020 15:45 - 19.11.2020 16:00,611,671,,6174,6094,,32816,31431,
19.11.2020 16:00 - 19.11.2020 16:15,331,355,,6173,6132,,32636,31017,
19.11.2020 16:15 - 19.11.2020 16:30,135,131,,6167,6131,,32351,30562,
19.11.2020 16:30 - 19.11.2020 16:45,13,11,,6178,6137,,32048,30091,
19.11.2020 16:45 - 19.11.2020 17:00,4,3,,6177,6140,,31729,29620,
19.11.2020 17:00 - 19.11.2020 17:15,0,0,,6179,6141,,31399,29168,
19.11.2020 17:15 - 19.11.2020 17:30,0,0,,6172,6137,,31104,28745,
19.11.2020 17:30 - 19.11.2020 17:45,0,0,,6167,6169,,30787,28311,
19.11.2020 17:45 - 19.11.2020 18:00,0,0,,6160,6167,,30472,27893,
19.11.2020 18:00 - 19.11.2020 18:15,0,0,,6154,6166,,30140,27505,
19.11.2020 18:15 - 19.11.2020 18:30,0,0,,6145,6164,,29783,27121,
19.11.2020 18:30 - 19.11.2020 18:45,0,0,,6136,6166,,29449,26752,
19.11.2020 18:45 - 19.11.2020 19:00,0,0,,6118,6166,,29168,26436,
19.11.2020 19:00 - 19.11.2020 19:15,0,0,,6107,6162,,28833,26069,
19.11.2020 19:15 - 19.11.2020 19:30,0,0,,6103,6156,,28406,25610,
19.11.2020 19:30 - 19.11.2020 19:45,0,0,,6120,6148,,27918,25065,
19.11.2020 19:45 - 19.11.2020 20:00,0,0,,6110,6139,,27376,24493,
19.11.2020 20:00 - 19.11.2020 20:15,0,0,,6102,6135,,26797,23910,
19.11.2020 20:15 - 19.11.2020 20:30,0,0,,6084,6128,,26212,23320,
19.11.2020 20:30 - 19.11.2020 20:45,0,0,,6066,6122,,25546,22730,
19.11.2020 20:45 - 19.11.2020 21:00,0,0,,6049,6118,,24863,22136,
19.11.2020 21:00 - 19.11.2020 21:15,0,0,,6033,6119,,24203,21566,
19.11.2020 21:15 - 19.11.2020 21:30,0,0,,6030,6117,,23772,21247,
19.11.2020 21:30 - 19.11.2020 21:45,0,0,,6028,6131,,23326,20922,
19.11.2020 21:45 - 19.11.2020 22:00,0,0,,6030,6144,,22872,20621,
19.11.2020 22:00 - 19.11.2020 22:15,0,0,,6096,6209,,22162,20107,
19.11.2020 22:15 - 19.11.2020 22:30,0,0,,6098,6207,,21927,20024,
19.11.2020 22:30 - 19.11.2020 22:45,0,0,,6101,6202,,21683,19937,
19.11.2020 22:45 - 19.11.2020 23:00,0,0,,6112,6199,,21450,19862,
19.11.2020 23:00 - 19.11.2020 23:15,0,0,,6121,6188,,21236,19804,
19.11.2020 23:15 - 19.11.2020 23:30,0,0,,6128,6179,,21183,19886,
19.11.2020 23:30 - 19.11.2020 23:45,0,0,,6130,6169,,21113,19949,
19.11.2020 23:45 - 20.11.2020 00:00,0,0,,6135,6160,,21033,20014,
20.11.2020 00:00 - 20.11.2020 00:15,0,0,,5358,5691,,19955,19800,
20.11.2020 00:15 - 20.11.2020 00:30,0,0,,5329,5719,,19969,19952,
20.11.2020 00:30 - 20.11.2020 00:45,0,0,,5298,5836,,19937,20194,
20.11.2020 00:45 - 20.11.2020 01:00,0,0,,5468,6090,,19856,20194,
20.11.2020 01:00 - 20.11.2020 01:15,0,0,,5493,6008,,19699,20048,
20.11.2020 01:15 - 20.11.2020 01:30,0,0,,5489,5720,,19482,19794,
20.11.2020 01:30 - 20.11.2020 01:45,0,0,,5478,5340,,19259,19610,
20.11.2020 01:45 - 20.11.2020 02:00,0,0,,5467,5359,,19028,18931,
20.11.2020 02:00 - 20.11.2020 02:15,0,0,,5458,5100,,18801,19184,
20.11.2020 02:15 - 20.11.2020 02:30,0,0,,5463,4894,,18584,18674,
20.11.2020 02:30 - 20.11.2020 02:45,0,0,,5465,4804,,18347,17936,
20.11.2020 02:45 - 20.11.2020 03:00,0,0,,5464,4686,,18106,17271,
20.11.2020 03:00 - 20.11.2020 03:15,0,0,,5451,4732,,17856,16923,
20.11.2020 03:15 - 20.11.2020 03:30,0,0,,5421,4700,,17548,16659,
20.11.2020 03:30 - 20.11.2020 03:45,0,0,,5387,4591,,17240,16588,
20.11.2020 03:45 - 20.11.2020 04:00,0,0,,5754,4513,,16911,16483,
20.11.2020 04:00 - 20.11.2020 04:15,0,0,,5713,4758,,16599,15832,
20.11.2020 04:15 - 20.11.2020 04:30,0,0,,5652,4830,,16305,15465,
20.11.2020 04:30 - 20.11.2020 04:45,0,0,,5593,4905,,16011,15055,
20.11.2020 04:45 - 20.11.2020 05:00,0,0,,5537,4928,,15712,14804,
20.11.2020 05:00 - 20.11.2020 05:15,0,0,,5469,4834,,15430,14223,
20.11.2020 05:15 - 20.11.2020 05:30,0,0,,5416,4757,,15207,13920,
20.11.2020 05:30 - 20.11.2020 05:45,0,0,,5375,4803,,14980,13460,
20.11.2020 05:45 - 20.11.2020 06:00,0,0,,5324,4830,,14762,13221,
20.11.2020 06:00 - 20.11.2020 06:15,0,0,,5235,4756,,14594,12795,
20.11.2020 06:15 - 20.11.2020 06:30,0,0,,5157,4453,,14334,12710,
20.11.2020 06:30 - 20.11.2020 06:45,0,0,,5072,4243,,14081,12371,
20.11.2020 06:45 - 20.11.2020 07:00,0,0,,4993,4166,,13809,11882,
20.11.2020 07:00 - 20.11.2020 07:15,0,0,,4904,4199,,13531,11756,
20.11.2020 07:15 - 20.11.2020 07:30,0,0,,4817,4101,,13251,11468,
20.11.2020 07:30 - 20.11.2020 07:45,63,36,,4736,4006,,12974,11163,
20.11.2020 07:45 - 20.11.2020 08:00,408,357,,4638,3906,,12704,10904,
20.11.2020 08:00 - 20.11.2020 08:15,965,911,,4540,3783,,12451,10613,
20.11.2020 08:15 - 20.11.2020 08:30,1841,1763,,4425,3671,,12236,10350,
20.11.2020 08:30 - 20.11.2020 08:45,2883,2753,,4310,3571,,12015,10070,
20.11.2020 08:45 - 20.11.2020 09:00,4034,3869,,4167,3455,,11786,9795,
20.11.2020 09:00 - 20.11.2020 09:15,5163,4973,,4047,3333,,11544,9506,
20.11.2020 09:15 - 20.11.2020 09:30,6252,6058,,3913,3213,,11166,9198,
20.11.2020 09:30 - 20.11.2020 09:45,7303,7087,,3780,3096,,10783,8901,
20.11.2020 09:45 - 20.11.2020 10:00,8316,8065,,3644,2967,,10359,8589,
20.11.2020 10:00 - 20.11.2020 10:15,9217,8965,,3514,2848,,9955,8296,
20.11.2020 10:15 - 20.11.2020 10:30,10062,9762,,3400,2752,,9745,8049,
20.11.2020 10:30 - 20.11.2020 10:45,10779,10430,,3269,2656,,9527,7791,
20.11.2020 10:45 - 20.11.2020 11:00,11395,10985,,3140,2554,,9353,7573,
20.11.2020 11:00 - 20.11.2020 11:15,11878,11462,,3014,2450,,9210,7377,
20.11.2020 11:15 - 20.11.2020 11:30,12220,11756,,2914,2355,,9116,7298,
20.11.2020 11:30 - 20.11.2020 11:45,12390,11914,,2813,2256,,9073,7233,
20.11.2020 11:45 - 20.11.2020 12:00,12472,11980,,2713,2164,,9051,7200,
20.11.2020 12:00 - 20.11.2020 12:15,12430,11940,,2610,2082,,9024,7167,
20.11.2020 12:15 - 20.11.2020 12:30,12258,11811,,2525,2041,,8973,7163,
