MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ BZN|DE-LU,Generation - Solar  [MW] Intraday / BZN|DE-LU,Generation - Solar  [MW] Current / BZN|DE-LU,Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU,Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU,Generation - Wind Offshore  [MW] Current / BZN|DE-LU,Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU,Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU,Generation - Wind Onshore  [MW] Current / BZN|DE-LU
05.04.2020 11:45 - 05.04.2020 12:00,29790,29531,,3574,4269,,8957,11811,
05.04.2020 12:00 - 05.04.2020 12:15,30374,30142,,3614,4300,,9189,12111,
05.04.2020 12:15 - 05.04.2020 12:30,30772,30572,,3673,4340,,9355,12312,
05.04.2020 12:30 - 05.04.2020 12:45,31050,30880,,3739,4386,,9502,12411,
05.04.2020 12:45 - 05.04.2020 13:00,31249,31071,,3803,4433,,9608,12390,
05.04.2020 13:00 - 05.04.2020 13:15,31343,31206,,3870,4480,,9711,12383,
05.04.2020 13:15 - 05.04.2020 13:30,31359,31222,,3948,4546,,9800,12347,
05.04.2020 13:30 - 05.04.2020 13:45,31272,31120,,4030,4609,,9882,12349,
05.04.2020 13:45 - 05.04.2020 14:00,31054,30884,,4101,4669,,10006,12369,
05.04.2020 14:00 - 05.04.2020 14:15,30753,30704,,4187,4615,,10100,12057,
05.04.2020 14:15 - 05.04.2020 14:30,30398,30292,,4276,4670,,10212,12120,
05.04.2020 14:30 - 05.04.2020 14:45,29866,29722,,4366,4720,,10289,12176,
05.04.2020 14:45 - 05.04.2020 15:00,29196,29035,,4451,4771,,10404,12277,
05.04.2020 15:00 - 05.04.2020 15:15,28404,28216,,4536,4821,,10529,12410,
05.04.2020 15:15 - 05.04.2020 15:30,27402,27219,,4620,4865,,10723,12618,
05.04.2020 15:30 - 05.04.2020 15:45,26241,26066,,4699,4907,,10941,12898,
05.04.2020 15:45 - 05.04.2020 16:00,24965,24788,,4782,4947,,11212,13218,
05.04.2020 16:00 - 05.04.2020 16:15,23542,23358,,4860,4985,,11440,13529,
05.04.2020 16:15 - 05.04.2020 16:30,21945,21765,,4927,5048,,11799,13958,
05.04.2020 16:30 - 05.04.2020 16:45,20244,20072,,4985,5106,,12164,14287,
05.04.2020 16:45 - 05.04.2020 17:00,18418,18274,,5050,5161,,12380,14409,
05.04.2020 17:00 - 05.04.2020 17:15,16494,16363,,5106,5215,,12541,14489,
05.04.2020 17:15 - 05.04.2020 17:30,14452,14357,,5178,5286,,12689,14557,
05.04.2020 17:30 - 05.04.2020 17:45,12331,12248,,5250,5362,,12845,14597,
05.04.2020 17:45 - 05.04.2020 18:00,10243,10168,,5318,5434,,12860,14389,
05.04.2020 18:00 - 05.04.2020 18:15,8186,8139,,5378,5505,,12885,14197,
05.04.2020 18:15 - 05.04.2020 18:30,6244,6221,,5437,5568,,13075,14286,
05.04.2020 18:30 - 05.04.2020 18:45,4504,4484,,5498,5625,,13327,14446,
05.04.2020 18:45 - 05.04.2020 19:00,3051,3029,,5545,5684,,13909,15019,
05.04.2020 19:00 - 05.04.2020 19:15,1874,1856,,5607,5738,,14583,15714,
05.04.2020 19:15 - 05.04.2020 19:30,1099,1073,,5668,5784,,15222,16335,
05.04.2020 19:30 - 05.04.2020 19:45,598,555,,5727,5829,,16108,17170,
05.04.2020 19:45 - 05.04.2020 20:00,182,168,,5787,5864,,17033,18083,
05.04.2020 20:00 - 05.04.2020 20:15,9,9,,5839,5902,,17970,19015,
05.04.2020 20:15 - 05.04.2020 20:30,0,0,,5895,5931,,19001,19974,
05.04.2020 20:30 - 05.04.2020 20:45,0,0,,5951,5961,,20001,20900,
05.04.2020 20:45 - 05.04.2020 21:00,0,0,,6007,5997,,20732,21656,
05.04.2020 21:00 - 05.04.2020 21:15,0,0,,6032,5956,,21253,22136,
05.04.2020 21:15 - 05.04.2020 21:30,0,0,,6069,5984,,21717,22533,
05.04.2020 21:30 - 05.04.2020 21:45,0,0,,6079,6009,,21967,22787,
05.04.2020 21:45 - 05.04.2020 22:00,0,0,,6113,6040,,22415,23246,
05.04.2020 22:00 - 05.04.2020 22:15,0,0,,6215,6138,,22526,23373,
05.04.2020 22:15 - 05.04.2020 22:30,0,0,,6230,6159,,22595,23464,
05.04.2020 22:30 - 05.04.2020 22:45,0,0,,6248,6179,,22629,23515,
05.04.2020 22:45 - 05.04.2020 23:00,0,0,,6262,6197,,22520,23468,
05.04.2020 23:00 - 05.04.2020 23:15,0,0,,6271,6213,,22396,23399,
05.04.2020 23:15 - 05.04.2020 23:30,0,0,,6273,6212,,22172,23171,
05.04.2020 23:30 - 05.04.2020 23:45,0,0,,6271,6214,,21942,22931,
05.04.2020 23:45 - 06.04.2020 00:00,0,0,,6268,6216,,21695,22662,
06.04.2020 00:00 - 06.04.2020 00:15,0,0,,6205,6315,,22078,23360,
06.04.2020 00:15 - 06.04.2020 00:30,0,0,,6203,6291,,21797,22873,
06.04.2020 00:30 - 06.04.2020 00:45,0,0,,6213,6198,,21558,22549,
06.04.2020 00:45 - 06.04.2020 01:00,0,0,,6210,6151,,21274,22400,
06.04.2020 01:00 - 06.04.2020 01:15,0,0,,6204,6082,,20986,22101,
06.04.2020 01:15 - 06.04.2020 01:30,0,0,,6199,5716,,20705,21545,
06.04.2020 01:30 - 06.04.2020 01:45,0,0,,6189,5706,,20408,21137,
06.04.2020 01:45 - 06.04.2020 02:00,0,0,,6187,5957,,20081,20866,
06.04.2020 02:00 - 06.04.2020 02:15,0,0,,6175,5934,,19758,20771,
06.04.2020 02:15 - 06.04.2020 02:30,0,0,,6170,5948,,19484,20705,
06.04.2020 02:30 - 06.04.2020 02:45,0,0,,6163,5901,,19234,20379,
06.04.2020 02:45 - 06.04.2020 03:00,0,0,,6155,5888,,19001,20103,
06.04.2020 03:00 - 06.04.2020 03:15,0,0,,6148,5852,,18795,19847,
06.04.2020 03:15 - 06.04.2020 03:30,0,0,,6137,5878,,18585,19490,
06.04.2020 03:30 - 06.04.2020 03:45,0,0,,6148,5837,,18436,19113,
06.04.2020 03:45 - 06.04.2020 04:00,0,0,,6133,5815,,18246,18850,
06.04.2020 04:00 - 06.04.2020 04:15,0,0,,6126,5799,,18049,18713,
06.04.2020 04:15 - 06.04.2020 04:30,0,0,,6111,5804,,17937,18743,
06.04.2020 04:30 - 06.04.2020 04:45,0,0,,6103,5822,,17816,18541,
06.04.2020 04:45 - 06.04.2020 05:00,0,0,,6090,5838,,17725,18372,
06.04.2020 05:00 - 06.04.2020 05:15,0,0,,6077,5829,,17637,18269,
06.04.2020 05:15 - 06.04.2020 05:30,0,0,,6062,5856,,17624,18280,
06.04.2020 05:30 - 06.04.2020 05:45,0,0,,6049,5818,,17604,18101,
06.04.2020 05:45 - 06.04.2020 06:00,0,0,,6029,5804,,17599,18003,
06.04.2020 06:00 - 06.04.2020 06:15,0,0,,5933,5795,,17806,18006,
06.04.2020 06:15 - 06.04.2020 06:30,0,0,,5927,5792,,17767,17924,
06.04.2020 06:30 - 06.04.2020 06:45,29,8,,5916,5800,,17709,17774,
06.04.2020 06:45 - 06.04.2020 07:00,302,302,,5903,5790,,17637,17968,
06.04.2020 07:00 - 06.04.2020 07:15,846,775,,5893,5672,,17519,17799,
06.04.2020 07:15 - 06.04.2020 07:30,1698,1619,,5881,5661,,17227,17399,
06.04.2020 07:30 - 06.04.2020 07:45,2920,2844,,5870,5588,,16818,16934,
06.04.2020 07:45 - 06.04.2020 08:00,4438,4360,,5851,5594,,16253,16438,
06.04.2020 08:00 - 06.04.2020 08:15,6156,6153,,5879,5576,,15470,15611,
06.04.2020 08:15 - 06.04.2020 08:30,8050,8101,,5848,5539,,14600,14795,
06.04.2020 08:30 - 06.04.2020 08:45,10086,10129,,5810,5509,,13720,13795,
06.04.2020 08:45 - 06.04.2020 09:00,12180,12249,,5777,5485,,12736,12651,
06.04.2020 09:00 - 06.04.2020 09:15,14263,14316,,5741,5393,,11779,11666,
06.04.2020 09:15 - 06.04.2020 09:30,16309,16355,,5691,5335,,10797,10796,
06.04.2020 09:30 - 06.04.2020 09:45,18279,18325,,5640,5283,,9855,9923,
06.04.2020 09:45 - 06.04.2020 10:00,20130,20165,,5583,5227,,9157,9200,
06.04.2020 10:00 - 06.04.2020 10:15,21865,21918,,5544,5169,,8623,8542,
06.04.2020 10:15 - 06.04.2020 10:30,23447,23567,,5469,5123,,8400,8311,
06.04.2020 10:30 - 06.04.2020 10:45,24896,25045,,5387,5048,,8220,8089,
06.04.2020 10:45 - 06.04.2020 11:00,26180,26323,,5310,4984,,8118,7965,
06.04.2020 11:00 - 06.04.2020 11:15,27336,27487,,5227,4910,,8051,7882,
06.04.2020 11:15 - 06.04.2020 11:30,28309,28489,,5152,4817,,8137,8023,
06.04.2020 11:30 - 06.04.2020 11:45,29094,29349,,5063,4718,,8232,8164,
06.04.2020 11:45 - 06.04.2020 12:00,29773,30042,,4979,4618,,8242,8273,
06.04.2020 12:00 - 06.04.2020 12:15,30366,30659,,4890,4522,,8254,8383,
06.04.2020 12:15 - 06.04.2020 12:30,30789,31102,,4799,4440,,8253,8457,
06.04.2020 12:30 - 06.04.2020 12:45,31091,31406,,4703,4357,,8266,8535,
06.04.2020 12:45 - 06.04.2020 13:00,31285,31590,,4610,4273,,8276,8609,
06.04.2020 13:00 - 06.04.2020 13:15,31383,31716,,4510,4186,,8297,8697,
06.04.2020 13:15 - 06.04.2020 13:30,31351,31704,,4409,4100,,8269,8738,
06.04.2020 13:30 - 06.04.2020 13:45,31214,31580,,4310,4017,,8271,8775,
06.04.2020 13:45 - 06.04.2020 14:00,30967,31326,,4212,3930,,8249,8829,
06.04.2020 14:00 - 06.04.2020 14:15,30640,31094,,4116,3759,,8248,8742,
06.04.2020 14:15 - 06.04.2020 14:30,30195,30626,,4020,3692,,8256,8768,
06.04.2020 14:30 - 06.04.2020 14:45,29590,29991,,3917,3628,,8260,8787,
06.04.2020 14:45 - 06.04.2020 15:00,28849,29258,,3815,3560,,8248,8795,
06.04.2020 15:00 - 06.04.2020 15:15,28008,28393,,3716,3500,,8212,8808,
06.04.2020 15:15 - 06.04.2020 15:30,27001,27375,,3623,3466,,8186,8784,
06.04.2020 15:30 - 06.04.2020 15:45,25837,26207,,3535,3436,,8141,8755,
06.04.2020 15:45 - 06.04.2020 16:00,24561,24915,,3450,3403,,8072,8787,
06.04.2020 16:00 - 06.04.2020 16:15,23144,23465,,3385,3368,,7990,8809,
06.04.2020 16:15 - 06.04.2020 16:30,21568,21861,,3370,3366,,7878,8729,
06.04.2020 16:30 - 06.04.2020 16:45,19891,20186,,3363,3359,,7760,8648,
06.04.2020 16:45 - 06.04.2020 17:00,18095,18380,,3363,3354,,7602,8527,
06.04.2020 17:00 - 06.04.2020 17:15,16197,16477,,3366,3355,,7442,8400,
06.04.2020 17:15 - 06.04.2020 17:30,14193,14473,,3377,3348,,7196,8192,
06.04.2020 17:30 - 06.04.2020 17:45,12117,12351,,3404,3351,,6841,7966,
06.04.2020 17:45 - 06.04.2020 18:00,10067,10242,,3409,3343,,6478,7678,
06.04.2020 18:00 - 06.04.2020 18:15,8043,8188,,3417,3332,,6128,7391,
06.04.2020 18:15 - 06.04.2020 18:30,6145,6255,,3400,3334,,6087,7219,
06.04.2020 18:30 - 06.04.2020 18:45,4441,4506,,3385,3328,,6067,7079,
06.04.2020 18:45 - 06.04.2020 19:00,3024,3045,,3373,3333,,6133,7018,
06.04.2020 19:00 - 06.04.2020 19:15,1883,1847,,3352,3334,,6259,7005,
06.04.2020 19:15 - 06.04.2020 19:30,1132,1054,,3303,3301,,6482,7193,
06.04.2020 19:30 - 06.04.2020 19:45,632,552,,3251,3269,,6828,7491,
06.04.2020 19:45 - 06.04.2020 20:00,213,181,,3205,3228,,7144,7886,
06.04.2020 20:00 - 06.04.2020 20:15,12,12,,3148,3187,,7459,8257,
06.04.2020 20:15 - 06.04.2020 20:30,0,0,,3062,3123,,7794,8502,
06.04.2020 20:30 - 06.04.2020 20:45,0,0,,2982,3054,,8123,8746,
06.04.2020 20:45 - 06.04.2020 21:00,0,0,,2896,3000,,8453,9024,
06.04.2020 21:00 - 06.04.2020 21:15,0,0,,2813,2941,,8713,9226,
06.04.2020 21:15 - 06.04.2020 21:30,0,0,,2725,2894,,8965,9456,
06.04.2020 21:30 - 06.04.2020 21:45,0,0,,2638,2847,,9150,9621,
06.04.2020 21:45 - 06.04.2020 22:00,0,0,,2543,2790,,9480,9776,
06.04.2020 22:00 - 06.04.2020 22:15,0,0,,2488,2768,,9822,9937,
06.04.2020 22:15 - 06.04.2020 22:30,0,0,,2415,2704,,9982,9997,
06.04.2020 22:30 - 06.04.2020 22:45,0,0,,2353,2644,,10133,10055,
06.04.2020 22:45 - 06.04.2020 23:00,0,0,,2280,2580,,10209,10042,
06.04.2020 23:00 - 06.04.2020 23:15,0,0,,2198,2523,,10194,10002,
06.04.2020 23:15 - 06.04.2020 23:30,0,0,,2137,2465,,10074,9817,
06.04.2020 23:30 - 06.04.2020 23:45,0,0,,2075,2405,,9953,9630,
06.04.2020 23:45 - 07.04.2020 00:00,0,0,,2010,2355,,9745,9406,
07.04.2020 00:00 - 07.04.2020 00:15,0,0,,2616,1486,,10073,9921,
07.04.2020 00:15 - 07.04.2020 00:30,0,0,,2582,1370,,9893,9869,
07.04.2020 00:30 - 07.04.2020 00:45,0,0,,2548,1298,,9716,9671,
07.04.2020 00:45 - 07.04.2020 01:00,0,0,,2517,1252,,9529,9555,
07.04.2020 01:00 - 07.04.2020 01:15,0,0,,2480,1208,,9368,9330,
07.04.2020 01:15 - 07.04.2020 01:30,0,0,,2424,1227,,9205,8900,
07.04.2020 01:30 - 07.04.2020 01:45,0,0,,2376,1258,,9036,8672,
07.04.2020 01:45 - 07.04.2020 02:00,0,0,,2329,1309,,8911,8488,
07.04.2020 02:00 - 07.04.2020 02:15,0,0,,2284,1364,,8768,8431,
07.04.2020 02:15 - 07.04.2020 02:30,0,0,,2241,1479,,8629,8257,
07.04.2020 02:30 - 07.04.2020 02:45,0,0,,2191,1469,,8487,8227,
07.04.2020 02:45 - 07.04.2020 03:00,0,0,,2149,1630,,8311,8078,
07.04.2020 03:00 - 07.04.2020 03:15,0,0,,2101,1641,,8157,7815,
07.04.2020 03:15 - 07.04.2020 03:30,0,0,,2050,1613,,8002,7473,
07.04.2020 03:30 - 07.04.2020 03:45,0,0,,2005,1563,,7859,7516,
07.04.2020 03:45 - 07.04.2020 04:00,0,0,,1941,1515,,7678,7665,
07.04.2020 04:00 - 07.04.2020 04:15,0,0,,1894,1478,,7571,7725,
07.04.2020 04:15 - 07.04.2020 04:30,0,0,,1844,1424,,7443,7662,
07.04.2020 04:30 - 07.04.2020 04:45,0,0,,1795,1273,,7310,7681,
07.04.2020 04:45 - 07.04.2020 05:00,0,0,,1747,1286,,7181,7752,
07.04.2020 05:00 - 07.04.2020 05:15,0,0,,1701,1250,,7043,7884,
07.04.2020 05:15 - 07.04.2020 05:30,0,0,,1661,1289,,6913,7633,
07.04.2020 05:30 - 07.04.2020 05:45,0,0,,1627,1283,,6772,7348,
07.04.2020 05:45 - 07.04.2020 06:00,0,0,,1595,1214,,6529,6986,
07.04.2020 06:00 - 07.04.2020 06:15,0,0,,1532,1183,,6319,6820,
07.04.2020 06:15 - 07.04.2020 06:30,1,0,,1503,1152,,6107,6581,
07.04.2020 06:30 - 07.04.2020 06:45,33,17,,1468,1074,,5890,6446,
07.04.2020 06:45 - 07.04.2020 07:00,273,294,,1441,1009,,5625,6295,
07.04.2020 07:00 - 07.04.2020 07:15,796,753,,1412,1201,,5366,6084,
07.04.2020 07:15 - 07.04.2020 07:30,1586,1532,,1360,1222,,5056,5919,
07.04.2020 07:30 - 07.04.2020 07:45,2725,2645,,1315,1223,,4725,5752,
07.04.2020 07:45 - 07.04.2020 08:00,4078,4001,,1265,1237,,4449,5609,
07.04.2020 08:00 - 07.04.2020 08:15,5596,5566,,1219,1224,,4105,5228,
07.04.2020 08:15 - 07.04.2020 08:30,7243,7256,,1160,1175,,3662,4845,
07.04.2020 08:30 - 07.04.2020 08:45,9045,9069,,1101,1161,,3240,4453,
07.04.2020 08:45 - 07.04.2020 09:00,10906,10905,,1048,1096,,2819,4007,
07.04.2020 09:00 - 07.04.2020 09:15,12765,12780,,999,1045,,2488,3694,
07.04.2020 09:15 - 07.04.2020 09:30,14626,14658,,968,1017,,2213,3376,
07.04.2020 09:30 - 07.04.2020 09:45,16447,16515,,938,992,,2000,3139,
07.04.2020 09:45 - 07.04.2020 10:00,18196,18292,,906,965,,1853,2919,
07.04.2020 10:00 - 07.04.2020 10:15,19851,19976,,882,980,,1701,2729,
07.04.2020 10:15 - 07.04.2020 10:30,21396,21541,,852,962,,1639,2634,
07.04.2020 10:30 - 07.04.2020 10:45,22828,23023,,824,940,,1578,2562,
07.04.2020 10:45 - 07.04.2020 11:00,24136,24371,,798,916,,1543,2491,
07.04.2020 11:00 - 07.04.2020 11:15,25313,25597,,768,895,,1513,2462,
07.04.2020 11:15 - 07.04.2020 11:30,26334,26668,,733,864,,1555,2498,
07.04.2020 11:30 - 07.04.2020 11:45,27165,27603,,698,839,,1591,2487,
07.04.2020 11:45 - 07.04.2020 12:00,27894,28378,,672,815,,1595,2471,
07.04.2020 12:00 - 07.04.2020 12:15,28506,29046,,647,792,,1598,2455,
07.04.2020 12:15 - 07.04.2020 12:30,28965,29577,,625,768,,1601,2437,
07.04.2020 12:30 - 07.04.2020 12:45,29277,29905,,599,747,,1607,2423,
07.04.2020 12:45 - 07.04.2020 13:00,29472,30111,,577,729,,1608,2407,
07.04.2020 13:00 - 07.04.2020 13:15,29535,30234,,556,710,,1608,2369,
07.04.2020 13:15 - 07.04.2020 13:30,29521,30242,,542,694,,1601,2339,
07.04.2020 13:30 - 07.04.2020 13:45,29365,30108,,525,676,,1604,2300,
07.04.2020 13:45 - 07.04.2020 14:00,29110,29843,,519,659,,1592,2279,
07.04.2020 14:00 - 07.04.2020 14:15,28748,29541,,507,645,,1585,2222,
07.04.2020 14:15 - 07.04.2020 14:30,28379,29073,,495,639,,1582,2190,
07.04.2020 14:30 - 07.04.2020 14:45,27776,28447,,481,624,,1578,2154,
07.04.2020 14:45 - 07.04.2020 15:00,27066,27711,,471,614,,1568,2108,
07.04.2020 15:00 - 07.04.2020 15:15,26252,26846,,462,603,,1571,2081,
07.04.2020 15:15 - 07.04.2020 15:30,25307,25845,,458,596,,1570,2062,
07.04.2020 15:30 - 07.04.2020 15:45,24243,24711,,453,590,,1584,2059,
07.04.2020 15:45 - 07.04.2020 16:00,23071,23485,,442,585,,1616,2059,
07.04.2020 16:00 - 07.04.2020 16:15,21773,22125,,438,584,,1644,2051,
07.04.2020 16:15 - 07.04.2020 16:30,20344,20647,,431,587,,1707,2085,
07.04.2020 16:30 - 07.04.2020 16:45,18803,19098,,423,594,,1771,2102,
07.04.2020 16:45 - 07.04.2020 17:00,17161,17411,,420,598,,1814,2124,
07.04.2020 17:00 - 07.04.2020 17:15,15429,15621,,420,607,,1857,2141,
07.04.2020 17:15 - 07.04.2020 17:30,13586,13735,,430,609,,1999,2245,
07.04.2020 17:30 - 07.04.2020 17:45,11676,11772,,445,615,,2131,2332,
07.04.2020 17:45 - 07.04.2020 18:00,9776,9829,,463,621,,2222,2415,
07.04.2020 18:00 - 07.04.2020 18:15,7912,7931,,484,635,,2317,2501,
07.04.2020 18:15 - 07.04.2020 18:30,6186,6161,,518,644,,2498,2726,
07.04.2020 18:30 - 07.04.2020 18:45,4585,4545,,556,650,,2681,2969,
07.04.2020 18:45 - 07.04.2020 19:00,3208,3156,,588,665,,2983,3191,
07.04.2020 19:00 - 07.04.2020 19:15,2034,1998,,627,686,,3334,3558,
07.04.2020 19:15 - 07.04.2020 19:30,1188,1168,,689,724,,3803,4002,
07.04.2020 19:30 - 07.04.2020 19:45,646,620,,751,764,,4397,4629,
07.04.2020 19:45 - 07.04.2020 20:00,330,291,,820,815,,5031,5265,
07.04.2020 20:00 - 07.04.2020 20:15,17,16,,894,859,,5689,5901,
07.04.2020 20:15 - 07.04.2020 20:30,0,0,,992,926,,6336,6569,
07.04.2020 20:30 - 07.04.2020 20:45,0,0,,1086,994,,6994,7186,
07.04.2020 20:45 - 07.04.2020 21:00,0,0,,1179,1064,,7592,7823,
07.04.2020 21:00 - 07.04.2020 21:15,0,0,,1282,1137,,8103,8318,
07.04.2020 21:15 - 07.04.2020 21:30,0,0,,1433,1260,,8752,8963,
07.04.2020 21:30 - 07.04.2020 21:45,0,0,,1562,1366,,9218,9405,
07.04.2020 21:45 - 07.04.2020 22:00,0,0,,1683,1468,,9638,9828,
07.04.2020 22:00 - 07.04.2020 22:15,0,0,,1830,1594,,10051,10219,
07.04.2020 22:15 - 07.04.2020 22:30,0,0,,1927,1682,,10319,10499,
07.04.2020 22:30 - 07.04.2020 22:45,0,0,,2030,1771,,10580,10756,
07.04.2020 22:45 - 07.04.2020 23:00,0,0,,2127,1845,,10776,11003,
07.04.2020 23:00 - 07.04.2020 23:15,0,0,,2221,1921,,10952,11251,
07.04.2020 23:15 - 07.04.2020 23:30,0,0,,2279,1977,,10946,11287,
07.04.2020 23:30 - 07.04.2020 23:45,0,0,,2340,2034,,10938,11332,
07.04.2020 23:45 - 08.04.2020 00:00,0,0,,2395,2083,,10915,11367,
08.04.2020 00:00 - 08.04.2020 00:15,0,0,,1970,1629,,11404,12729,
08.04.2020 00:15 - 08.04.2020 00:30,0,0,,2038,1674,,11413,12748,
08.04.2020 00:30 - 08.04.2020 00:45,0,0,,2109,1734,,11416,12718,
08.04.2020 00:45 - 08.04.2020 01:00,0,0,,2171,1779,,11419,12729,
08.04.2020 01:00 - 08.04.2020 01:15,0,0,,2232,1881,,11411,12716,
08.04.2020 01:15 - 08.04.2020 01:30,0,0,,2294,1982,,11421,12672,
08.04.2020 01:30 - 08.04.2020 01:45,0,0,,2356,2002,,11463,12672,
08.04.2020 01:45 - 08.04.2020 02:00,0,0,,2427,2153,,11525,12616,
08.04.2020 02:00 - 08.04.2020 02:15,0,0,,2493,2221,,11538,12749,
08.04.2020 02:15 - 08.04.2020 02:30,0,0,,2539,2307,,11521,12737,
08.04.2020 02:30 - 08.04.2020 02:45,0,0,,2582,2374,,11492,12751,
08.04.2020 02:45 - 08.04.2020 03:00,0,0,,2624,2471,,11452,12690,
08.04.2020 03:00 - 08.04.2020 03:15,0,0,,2659,2484,,11393,12605,
08.04.2020 03:15 - 08.04.2020 03:30,0,0,,2649,2467,,11312,12613,
08.04.2020 03:30 - 08.04.2020 03:45,0,0,,2645,2399,,11218,12508,
08.04.2020 03:45 - 08.04.2020 04:00,0,0,,2639,2283,,11121,12461,
08.04.2020 04:00 - 08.04.2020 04:15,0,0,,2628,2214,,11021,12330,
08.04.2020 04:15 - 08.04.2020 04:30,0,0,,2587,2174,,10921,12262,
08.04.2020 04:30 - 08.04.2020 04:45,0,0,,2546,2110,,10817,12288,
08.04.2020 04:45 - 08.04.2020 05:00,0,0,,2505,2146,,10718,12178,
08.04.2020 05:00 - 08.04.2020 05:15,0,0,,2463,2086,,10618,12097,
08.04.2020 05:15 - 08.04.2020 05:30,0,0,,2400,2006,,10482,12018,
08.04.2020 05:30 - 08.04.2020 05:45,0,0,,2343,1903,,10354,11884,
08.04.2020 05:45 - 08.04.2020 06:00,0,0,,2284,1823,,10222,11754,
08.04.2020 06:00 - 08.04.2020 06:15,0,0,,2151,1764,,10128,11644,
08.04.2020 06:15 - 08.04.2020 06:30,2,0,,2083,1701,,9964,11492,
08.04.2020 06:30 - 08.04.2020 06:45,54,39,,2013,1595,,9803,11260,
08.04.2020 06:45 - 08.04.2020 07:00,370,377,,1941,1513,,9646,11150,
08.04.2020 07:00 - 08.04.2020 07:15,934,885,,1872,1450,,9434,10863,
08.04.2020 07:15 - 08.04.2020 07:30,1794,1724,,1799,1365,,9161,10453,
08.04.2020 07:30 - 08.04.2020 07:45,2957,2866,,1732,1218,,8808,10017,
08.04.2020 07:45 - 08.04.2020 08:00,4382,4287,,1659,1157,,8421,9573,
08.04.2020 08:00 - 08.04.2020 08:15,5971,5937,,1590,1103,,7704,8752,
08.04.2020 08:15 - 08.04.2020 08:30,7697,7712,,1515,1044,,6912,8004,
08.04.2020 08:30 - 08.04.2020 08:45,9605,9653,,1443,979,,6105,7238,
08.04.2020 08:45 - 08.04.2020 09:00,11587,11636,,1368,918,,5314,6372,
08.04.2020 09:00 - 08.04.2020 09:15,13514,13592,,1297,849,,4658,5659,
08.04.2020 09:15 - 08.04.2020 09:30,15458,15546,,1233,789,,4020,4973,
08.04.2020 09:30 - 08.04.2020 09:45,17355,17443,,1172,729,,3430,4315,
08.04.2020 09:45 - 08.04.2020 10:00,19149,19234,,1110,670,,2887,3725,
08.04.2020 10:00 - 08.04.2020 10:15,20843,20951,,1050,615,,2457,3262,
08.04.2020 10:15 - 08.04.2020 10:30,22413,22530,,986,568,,2264,3000,
08.04.2020 10:30 - 08.04.2020 10:45,23853,23973,,927,525,,2120,2785,
08.04.2020 10:45 - 08.04.2020 11:00,25142,25229,,870,480,,1972,2577,
08.04.2020 11:00 - 08.04.2020 11:15,26321,26391,,816,440,,1823,2371,
08.04.2020 11:15 - 08.04.2020 11:30,27330,27405,,771,402,,1763,2270,
08.04.2020 11:30 - 08.04.2020 11:45,28149,28288,,722,363,,1667,2156,
08.04.2020 11:45 - 08.04.2020 12:00,28856,28999,,682,328,,1562,2048,
08.04.2020 12:00 - 08.04.2020 12:15,29450,29624,,642,293,,1484,1949,
08.04.2020 12:15 - 08.04.2020 12:30,29865,30069,,609,277,,1471,1906,
08.04.2020 12:30 - 08.04.2020 12:45,30137,30329,,580,255,,1439,1851,
08.04.2020 12:45 - 08.04.2020 13:00,30281,30467,,558,239,,1399,1791,
08.04.2020 13:00 - 08.04.2020 13:15,30347,30567,,530,224,,1374,1744,
08.04.2020 13:15 - 08.04.2020 13:30,30290,30537,,515,228,,1355,1709,
08.04.2020 13:30 - 08.04.2020 13:45,30128,30384,,498,230,,1324,1685,
08.04.2020 13:45 - 08.04.2020 14:00,29847,30093,,483,230,,1295,1674,
08.04.2020 14:00 - 08.04.2020 14:15,29470,29818,,469,256,,1272,1526,
08.04.2020 14:15 - 08.04.2020 14:30,29000,29325,,458,255,,1251,1501,
08.04.2020 14:30 - 08.04.2020 14:45,28375,28677,,443,260,,1238,1475,
08.04.2020 14:45 - 08.04.2020 15:00,27619,27943,,440,260,,1221,1453,
08.04.2020 15:00 - 08.04.2020 15:15,26787,27101,,435,262,,1222,1442,
08.04.2020 15:15 - 08.04.2020 15:30,25811,26115,,436,268,,1214,1435,
08.04.2020 15:30 - 08.04.2020 15:45,24694,24976,,436,276,,1214,1437,
08.04.2020 15:45 - 08.04.2020 16:00,23461,23727,,440,285,,1211,1444,
08.04.2020 16:00 - 08.04.2020 16:15,22133,22359,,443,294,,1205,1439,
08.04.2020 16:15 - 08.04.2020 16:30,20658,20835,,459,314,,1201,1452,
08.04.2020 16:30 - 08.04.2020 16:45,19050,19192,,467,333,,1196,1461,
08.04.2020 16:45 - 08.04.2020 17:00,17363,17485,,490,356,,1179,1465,
08.04.2020 17:00 - 08.04.2020 17:15,15578,15671,,505,378,,1177,1456,
08.04.2020 17:15 - 08.04.2020 17:30,13703,13780,,530,404,,1163,1431,
08.04.2020 17:30 - 08.04.2020 17:45,11778,11809,,558,427,,1101,1354,
08.04.2020 17:45 - 08.04.2020 18:00,9869,9866,,589,453,,1039,1283,
08.04.2020 18:00 - 08.04.2020 18:15,7989,7981,,623,481,,1002,1253,
